Date,Window,BoxHigh,BoxLow,BoxSize,BreakDir,BreakTime,BreakDist,LateBreakTime,RetestWithin60,FillTime,MFE_Boxes,MAE_Boxes,EOD_Boxes,DayNet_R,DayNet_R_Potential,DayNet_R_MarketEntry,Rev_Triggered,Rev_MFE,Rev_ExitR,Rev_Outcome,Bias_Daily,EMA_Slope,NewsDay,BoxStart_Server,BoxEnd_Server
2025-08-11,0900-1000,3362.84,3348.27,14.57,Sell,2025-08-11 17:35,3.72,,1,2025-08-11 17:40,0.48,0.74,0.32,0.422,0.643,0.422,0,,,NeverTriggered,Sell,Sell,,2025-08-11 16:00:00,2025-08-11 17:00:00
2025-08-12,0900-1000,3356.75,3339.92,16.83,Sell,2025-08-12 17:10,4.20,,1,2025-08-12 18:00,0.54,1.15,-0.56,-1.000,-1.000,-1.000,1,0.15,-0.591,EOD,Sell,Sell,,2025-08-12 16:00:00,2025-08-12 17:00:00
2025-08-13,0900-1000,3368.70,3354.40,14.30,Sell,2025-08-13 21:00,2.51,,1,2025-08-13 21:05,0.32,0.31,-0.13,-0.170,0.428,-0.170,0,,,NeverTriggered,Buy,Buy,,2025-08-13 16:00:00,2025-08-13 17:00:00
2025-08-14,0900-1000,3355.87,3341.70,14.17,Sell,2025-08-14 17:05,4.91,,1,2025-08-14 17:15,0.84,0.36,0.46,0.619,1.126,0.619,0,,,NeverTriggered,Sell,Sell,,2025-08-14 16:00:00,2025-08-14 17:00:00
2025-08-15,0900-1000,3346.06,3332.73,13.33,None,,,,,,0.00,,,,,,,,,NeverTriggered,Sell,Sell,,2025-08-15 16:00:00,2025-08-15 17:00:00
2025-08-18,0900-1000,3345.13,3332.24,12.89,Sell,2025-08-18 19:30,0.44,,1,2025-08-18 19:35,0.17,0.21,-0.03,-0.034,0.222,-0.034,0,,,NeverTriggered,Sell,Buy,,2025-08-18 16:00:00,2025-08-18 17:00:00
2025-08-19,0900-1000,3339.22,3325.69,13.53,Sell,2025-08-19 17:45,1.72,,1,2025-08-19 17:55,0.81,0.11,0.77,1.030,1.078,1.030,0,,,NeverTriggered,Sell,Buy,,2025-08-19 16:00:00,2025-08-19 17:00:00
2025-08-20,0900-1000,3348.44,3338.77,9.67,Buy,2025-08-20 17:45,0.74,,1,2025-08-20 17:50,0.19,0.83,-0.02,-1.000,-1.000,-1.000,0,,,NeverTriggered,Buy,Buy,,2025-08-20 16:00:00,2025-08-20 17:00:00
2025-08-21,0900-1000,3347.63,3336.07,11.56,None,,,,,,0.00,,,,,,,,,NeverTriggered,Buy,Sell,,2025-08-21 16:00:00,2025-08-21 17:00:00
2025-08-22,0900-1000,3355.56,3323.42,32.14,Buy,2025-08-22 17:10,3.14,,0,,0.72,0.04,0.51,,,0.682,0,,,NeverTriggered,Sell,Sell,,2025-08-22 16:00:00,2025-08-22 17:00:00
2025-08-25,0900-1000,3373.06,3362.20,10.86,Buy,2025-08-25 17:10,0.53,,1,2025-08-25 17:15,0.30,0.77,-0.80,-1.000,-1.000,-1.000,0,,,NeverTriggered,Buy,Buy,,2025-08-25 16:00:00,2025-08-25 17:00:00
2025-08-26,0900-1000,3378.00,3370.76,7.24,Buy,2025-08-26 17:45,0.19,,1,2025-08-26 17:50,1.85,0.30,1.85,2.464,2.466,2.464,0,,,Cancelled,Sell,Buy,,2025-08-26 16:00:00,2025-08-26 17:00:00
2025-08-27,0900-1000,3384.64,3375.74,8.90,Buy,2025-08-27 17:50,0.80,,0,,1.57,0.18,1.30,,,1.739,0,,,Cancelled,Buy,Sell,,2025-08-27 16:00:00,2025-08-27 17:00:00
2025-08-28,0900-1000,3410.38,3394.67,15.71,Buy,2025-08-28 17:10,1.03,,1,2025-08-28 17:15,0.82,0.36,0.41,0.550,1.094,0.550,0,,,NeverTriggered,Buy,Buy,,2025-08-28 16:00:00,2025-08-28 17:00:00
2025-08-29,0900-1000,3431.65,3413.86,17.79,Buy,2025-08-29 17:10,3.55,,0,,1.25,0.00,0.92,,,1.230,0,,,Cancelled,Buy,Buy,,2025-08-29 16:00:00,2025-08-29 17:00:00
2025-09-01,0900-1000,3479.11,3468.64,10.47,Buy,2025-09-01 17:15,0.28,,1,2025-09-01 17:20,0.22,0.66,-0.12,-0.155,0.293,-0.155,0,,,NeverTriggered,Buy,Buy,,2025-09-01 16:00:00,2025-09-01 17:00:00
2025-09-02,0900-1000,3493.59,3478.14,15.45,Buy,2025-09-02 17:35,10.09,,0,,3.01,0.00,2.73,,,2.667,0,,,Cancelled,Buy,Buy,,2025-09-02 16:00:00,2025-09-02 17:00:00
2025-09-03,0900-1000,3561.40,3549.42,11.98,Buy,2025-09-03 17:20,3.42,,1,2025-09-03 17:30,1.42,0.58,-0.06,-0.080,1.893,-0.080,0,,,Cancelled,Buy,Buy,,2025-09-03 16:00:00,2025-09-03 17:00:00
2025-09-04,0900-1000,3558.79,3535.14,23.65,None,,,,,,0.00,,,,,,,,,NeverTriggered,Buy,Buy,,2025-09-04 16:00:00,2025-09-04 17:00:00
2025-09-05,0900-1000,3597.37,3573.38,23.99,Buy,2025-09-05 19:20,1.91,,1,2025-09-05 19:35,0.11,0.42,-0.41,-0.544,0.098,-0.544,0,,,NeverTriggered,Buy,Buy,,2025-09-05 16:00:00,2025-09-05 17:00:00
2025-09-08,0900-1000,3636.80,3620.56,16.24,Buy,2025-09-08 17:05,0.26,,1,2025-09-08 17:10,0.58,0.48,0.02,0.024,0.770,0.024,0,,,NeverTriggered,Buy,Buy,,2025-09-08 16:00:00,2025-09-08 17:00:00
2025-09-09,0900-1000,3674.96,3646.27,28.69,Sell,2025-09-09 17:30,4.25,,1,2025-09-09 17:40,0.69,0.28,0.59,0.780,0.917,0.780,0,,,NeverTriggered,Buy,Buy,,2025-09-09 16:00:00,2025-09-09 17:00:00
2025-09-10,0900-1000,3654.15,3642.16,11.99,Buy,2025-09-10 17:30,0.57,,1,2025-09-10 17:35,0.09,0.78,-1.26,-1.000,-1.000,-1.000,1,0.60,0.346,EOD,Buy,Buy,,2025-09-10 16:00:00,2025-09-10 17:00:00
2025-09-11,0900-1000,3637.07,3618.50,18.57,Buy,2025-09-11 18:20,1.61,,1,2025-09-11 18:25,0.26,0.37,-0.17,-0.225,0.345,-0.225,0,,,NeverTriggered,Sell,Sell,,2025-09-11 16:00:00,2025-09-11 17:00:00
2025-09-12,0900-1000,3653.40,3643.22,10.18,None,,,2025-09-12 23:05,,,0.00,,,,,,,,,NeverTriggered,Buy,Buy,,2025-09-12 16:00:00,2025-09-12 17:00:00
2025-09-15,0900-1000,3664.19,3646.73,17.46,Buy,2025-09-15 18:00,0.77,,1,2025-09-15 18:05,1.23,0.07,0.97,1.297,1.638,1.297,0,,,Cancelled,Buy,Buy,,2025-09-15 16:00:00,2025-09-15 17:00:00
2025-09-16,0900-1000,3698.44,3685.07,13.37,Buy,2025-09-16 17:10,0.81,,1,2025-09-16 17:15,0.35,0.80,-0.45,-1.000,-1.000,-1.000,1,0.46,-0.728,EOD,Buy,Buy,,2025-09-16 16:00:00,2025-09-16 17:00:00
2025-09-17,0900-1000,3682.44,3672.93,9.51,Buy,2025-09-17 17:10,1.47,,1,2025-09-17 17:20,1.64,3.26,-2.46,-1.000,-1.000,-1.000,0,,,Cancelled,Buy,Sell,,2025-09-17 16:00:00,2025-09-17 17:00:00
2025-09-18,0900-1000,3664.29,3627.88,36.41,None,,,,,,0.00,,,,,,,,,NeverTriggered,Sell,Buy,,2025-09-18 16:00:00,2025-09-18 17:00:00
2025-09-19,0900-1000,3664.24,3643.70,20.54,Buy,2025-09-19 17:35,0.95,,1,2025-09-19 17:40,1.02,0.09,1.00,1.329,1.366,1.329,0,,,Cancelled,Sell,Sell,,2025-09-19 16:00:00,2025-09-19 17:00:00
2025-09-22,0900-1000,3725.68,3713.91,11.77,Buy,2025-09-22 18:05,1.37,,1,2025-09-22 18:10,1.96,0.12,1.92,2.559,2.613,2.559,0,,,Cancelled,Buy,Buy,,2025-09-22 16:00:00,2025-09-22 17:00:00
2025-09-23,0900-1000,3788.85,3774.52,14.33,Sell,2025-09-23 17:15,1.45,,1,2025-09-23 17:30,0.66,0.78,0.76,-1.000,-1.000,-1.000,0,,,Cancelled,Buy,Buy,,2025-09-23 16:00:00,2025-09-23 17:00:00
2025-09-24,0900-1000,3773.16,3759.02,14.14,Sell,2025-09-24 17:05,1.11,,1,2025-09-24 17:10,2.95,0.38,1.62,2.667,2.667,2.667,0,,,Cancelled,Buy,Sell,,2025-09-24 16:00:00,2025-09-24 17:00:00
2025-09-25,0900-1000,3745.68,3722.10,23.58,Buy,2025-09-25 21:25,4.43,,0,,0.54,0.04,0.27,,,0.353,0,,,NeverTriggered,Sell,Buy,,2025-09-25 16:00:00,2025-09-25 17:00:00
2025-09-26,0900-1000,3770.22,3751.10,19.12,Buy,2025-09-26 17:05,4.04,,0,,0.72,0.47,-0.42,,,-0.555,0,,,NeverTriggered,Buy,Buy,,2025-09-26 16:00:00,2025-09-26 17:00:00
2025-09-29,0900-1000,3827.89,3809.25,18.64,Buy,2025-09-29 17:55,0.17,,1,2025-09-29 18:00,0.31,0.35,0.19,0.249,0.413,0.249,0,,,NeverTriggered,Buy,Buy,,2025-09-29 16:00:00,2025-09-29 17:00:00
2025-09-30,0900-1000,3829.93,3811.44,18.49,Buy,2025-09-30 17:05,8.54,,0,,1.67,0.10,1.53,,,2.045,0,,,Cancelled,Sell,Sell,,2025-09-30 16:00:00,2025-09-30 17:00:00
2025-10-01,0900-1000,3877.37,3863.87,13.50,Buy,2025-10-01 17:30,0.43,,1,2025-10-01 17:35,0.11,1.56,-1.04,-1.000,-1.000,-1.000,1,-1.05,-1.000,Stop,Buy,Buy,,2025-10-01 16:00:00,2025-10-01 17:00:00
2025-10-02,0900-1000,3896.95,3871.24,25.71,Sell,2025-10-02 17:15,4.63,,0,,2.02,0.03,0.60,,,2.667,0,,,Cancelled,Buy,Buy,,2025-10-02 16:00:00,2025-10-02 17:00:00
2025-10-03,0900-1000,3890.68,3870.17,20.51,Sell,2025-10-03 17:10,3.21,,1,2025-10-03 17:15,0.18,0.81,-0.76,-1.000,-1.000,-1.000,1,0.04,-0.320,EOD,Buy,Buy,,2025-10-03 16:00:00,2025-10-03 17:00:00
2025-10-06,0900-1000,3949.98,3927.41,22.57,Buy,2025-10-06 17:30,4.49,,1,2025-10-06 18:10,0.89,0.17,0.47,0.622,1.186,0.622,0,,,NeverTriggered,Buy,Buy,,2025-10-06 16:00:00,2025-10-06 17:00:00
2025-10-07,0900-1000,3985.72,3970.67,15.05,Buy,2025-10-07 18:10,0.75,,1,2025-10-07 18:25,0.34,0.96,-0.02,-1.000,-1.000,-1.000,1,-0.79,-1.000,Stop,Buy,Buy,,2025-10-07 16:00:00,2025-10-07 17:00:00
2025-10-08,0900-1000,4049.29,4026.41,22.88,Buy,2025-10-08 19:10,6.13,,0,,0.43,0.75,-0.19,,,-0.253,0,,,NeverTriggered,Buy,Buy,,2025-10-08 16:00:00,2025-10-08 17:00:00
2025-10-09,0900-1000,4057.93,4012.83,45.10,Sell,2025-10-09 17:20,2.87,,1,2025-10-09 17:25,1.52,0.35,0.80,1.072,2.024,1.072,0,,,Cancelled,Buy,Buy,,2025-10-09 16:00:00,2025-10-09 17:00:00
2025-10-10,0900-1000,3998.14,3972.95,25.19,Buy,2025-10-10 18:05,12.71,,1,2025-10-10 18:45,0.97,0.82,0.51,-1.000,-1.000,-1.000,0,,,NeverTriggered,Sell,Buy,,2025-10-10 16:00:00,2025-10-10 17:00:00
2025-10-13,0900-1000,4096.70,4078.10,18.60,Buy,2025-10-13 17:30,0.42,,1,2025-10-13 17:35,1.09,0.32,0.78,1.040,1.454,1.040,0,,,Cancelled,Buy,Buy,,2025-10-13 16:00:00,2025-10-13 17:00:00
2025-10-14,0900-1000,4131.01,4097.66,33.35,Buy,2025-10-14 17:10,3.28,,1,2025-10-14 17:15,0.73,0.14,0.40,0.527,0.977,0.527,0,,,NeverTriggered,Sell,Buy,,2025-10-14 16:00:00,2025-10-14 17:00:00
2025-10-15,0900-1000,4205.14,4183.11,22.03,Buy,2025-10-15 17:05,0.82,,1,2025-10-15 17:15,0.33,0.80,0.20,-1.000,-1.000,-1.000,1,-0.76,-1.000,Stop,Buy,Buy,,2025-10-15 16:00:00,2025-10-15 17:00:00
2025-10-16,0900-1000,4258.55,4234.88,23.67,Buy,2025-10-16 17:05,2.06,,1,2025-10-16 17:20,2.83,0.19,2.79,2.667,2.667,2.667,0,,,Cancelled,Buy,Buy,,2025-10-16 16:00:00,2025-10-16 17:00:00
2025-10-17,0900-1000,4317.59,4236.81,80.78,Sell,2025-10-17 17:10,19.45,,1,2025-10-17 17:15,0.63,0.37,-0.13,-0.173,0.842,-0.173,0,,,NeverTriggered,Sell,Sell,,2025-10-17 16:00:00,2025-10-17 17:00:00
2025-10-20,0900-1000,4324.88,4292.72,32.16,Buy,2025-10-20 17:35,2.04,,1,2025-10-20 17:40,1.76,0.24,1.00,1.328,2.342,1.328,0,,,Cancelled,Buy,Buy,,2025-10-20 16:00:00,2025-10-20 17:00:00
2025-10-21,0900-1000,4225.43,4165.60,59.83,Sell,2025-10-21 17:20,12.83,,0,,1.41,0.07,0.64,,,0.856,0,,,Cancelled,Sell,Sell,,2025-10-21 16:00:00,2025-10-21 17:00:00
2025-10-22,0900-1000,4085.17,4033.67,51.50,Sell,2025-10-22 17:50,21.02,,1,2025-10-22 18:05,0.43,0.77,-1.33,-1.000,-1.000,-1.000,1,0.55,0.434,EOD,Sell,Sell,,2025-10-22 16:00:00,2025-10-22 17:00:00
2025-10-23,0900-1000,4150.99,4125.68,25.31,Buy,2025-10-23 17:05,2.16,,1,2025-10-23 17:10,0.15,0.93,-1.25,-1.000,-1.000,-1.000,1,0.72,0.338,EOD,Buy,Buy,,2025-10-23 16:00:00,2025-10-23 17:00:00
2025-10-24,0900-1000,4121.99,4078.96,43.03,Buy,2025-10-24 17:10,10.14,,1,2025-10-24 17:25,0.39,0.59,-0.23,-0.306,0.517,-0.306,0,,,NeverTriggered,Sell,Sell,,2025-10-24 16:00:00,2025-10-24 17:00:00
2025-10-27,0900-1000,4050.38,4006.89,43.49,Sell,2025-10-27 17:15,14.09,,0,,0.82,0.07,0.48,,,0.640,0,,,NeverTriggered,Sell,Sell,,2025-10-27 16:00:00,2025-10-27 17:00:00
2025-10-28,0900-1000,3942.75,3912.34,30.41,Buy,2025-10-28 17:25,7.32,,1,2025-10-28 17:40,0.91,0.11,0.38,0.501,1.213,0.501,0,,,NeverTriggered,Sell,Sell,,2025-10-28 16:00:00,2025-10-28 17:00:00
2025-10-29,0900-1000,4025.44,4002.32,23.12,Sell,2025-10-29 18:45,4.70,,0,,3.22,0.23,2.97,,,2.667,0,,,Cancelled,Buy,Buy,,2025-10-29 16:00:00,2025-10-29 17:00:00
2025-10-30,0900-1000,4000.40,3960.20,40.20,Buy,2025-10-30 17:05,9.15,,1,2025-10-30 17:20,0.66,0.34,0.62,0.824,0.884,0.824,0,,,NeverTriggered,Sell,Buy,,2025-10-30 16:00:00,2025-10-30 17:00:00
2025-10-31,0900-1000,4035.55,4010.41,25.14,Sell,2025-10-31 19:00,4.44,,0,,1.51,0.19,0.29,,,0.385,0,,,Cancelled,Buy,Buy,,2025-10-31 16:00:00,2025-10-31 17:00:00
2025-11-03,0900-1000,4030.59,4003.40,27.19,Sell,2025-11-03 18:15,3.82,,1,2025-11-03 18:20,0.31,0.43,0.07,0.089,0.408,0.089,0,,,NeverTriggered,Buy,Buy,,2025-11-03 17:00:00,2025-11-03 18:00:00
2025-11-04,0900-1000,3968.29,3941.41,26.88,Buy,2025-11-04 18:15,1.54,,1,2025-11-04 18:40,0.27,0.85,-1.35,-1.000,-1.000,-1.000,1,0.41,0.470,EOD,Sell,Sell,,2025-11-04 17:00:00,2025-11-04 18:00:00
2025-11-05,0900-1000,3984.46,3964.06,20.40,Buy,2025-11-05 18:45,3.21,,1,2025-11-05 19:05,0.29,0.28,-0.10,-0.129,0.375,-0.129,0,,,NeverTriggered,Buy,Buy,,2025-11-05 17:00:00,2025-11-05 18:00:00
2025-11-06,0900-1000,3993.80,3974.99,18.81,Sell,2025-11-06 19:20,7.53,,1,2025-11-06 19:35,0.49,0.77,-0.15,-1.000,-1.000,-1.000,1,-0.77,-1.000,Stop,Sell,Buy,,2025-11-06 17:00:00,2025-11-06 18:00:00
2025-11-07,0900-1000,3999.07,3984.07,15.00,Buy,2025-11-07 18:10,0.20,,1,2025-11-07 18:15,1.90,0.45,0.04,0.060,2.532,0.060,0,,,Cancelled,Sell,Sell,,2025-11-07 17:00:00,2025-11-07 18:00:00
2025-11-10,0900-1000,4094.40,4077.83,16.57,Buy,2025-11-10 18:55,0.41,,1,2025-11-10 19:00,1.30,0.07,1.28,1.712,1.732,1.712,0,,,Cancelled,Buy,Buy,,2025-11-10 17:00:00,2025-11-10 18:00:00
2025-11-11,0900-1000,4125.97,4097.09,28.88,Buy,2025-11-11 22:10,1.24,,1,2025-11-11 22:20,0.21,0.06,0.02,0.029,0.276,0.029,0,,,NeverTriggered,Sell,Buy,,2025-11-11 17:00:00,2025-11-11 18:00:00
2025-11-12,0900-1000,4187.64,4134.53,53.11,Buy,2025-11-12 18:30,6.13,,1,2025-11-12 18:35,0.46,0.02,0.21,0.278,0.608,0.278,0,,,NeverTriggered,Buy,Buy,,2025-11-12 17:00:00,2025-11-12 18:00:00
2025-11-13,0900-1000,4208.43,4186.59,21.84,Buy,2025-11-13 18:10,1.49,,1,2025-11-13 18:15,0.11,0.96,-1.69,-1.000,-1.000,-1.000,1,1.90,0.926,EOD,Sell,Buy,,2025-11-13 17:00:00,2025-11-13 18:00:00
2025-11-14,0900-1000,4095.97,4068.34,27.63,Buy,2025-11-14 18:15,0.80,,1,2025-11-14 18:20,0.55,0.74,-0.60,-0.797,0.737,-0.797,0,,,NeverTriggered,Sell,Sell,,2025-11-14 17:00:00,2025-11-14 18:00:00
2025-11-17,0900-1000,4077.66,4055.99,21.67,Sell,2025-11-17 21:30,17.97,,0,,2.27,0.12,0.53,,,2.667,0,,,Cancelled,Sell,Sell,,2025-11-17 17:00:00,2025-11-17 18:00:00
2025-11-18,0900-1000,4072.44,4040.57,31.87,Buy,2025-11-18 20:50,0.84,,1,2025-11-18 20:55,0.31,0.24,-0.15,-0.195,0.414,-0.195,0,,,NeverTriggered,Buy,Buy,,2025-11-18 17:00:00,2025-11-18 18:00:00
2025-11-19,0900-1000,4132.82,4083.86,48.96,Sell,2025-11-19 18:25,9.23,,0,,0.58,0.15,0.04,,,0.060,0,,,NeverTriggered,Buy,Buy,,2025-11-19 17:00:00,2025-11-19 18:00:00
2025-11-20,0900-1000,4098.85,4068.76,30.09,Sell,2025-11-20 18:25,3.56,,0,,0.83,0.61,-0.29,,,-0.383,0,,,NeverTriggered,Buy,Buy,,2025-11-20 17:00:00,2025-11-20 18:00:00
2025-11-21,0900-1000,4076.76,4055.15,21.61,Buy,2025-11-21 18:45,5.76,,0,,1.13,0.80,-0.51,,,-1.000,0,,,Cancelled,Buy,Buy,,2025-11-21 17:00:00,2025-11-21 18:00:00
2025-11-24,0900-1000,4093.97,4081.17,12.80,Buy,2025-11-24 18:30,2.31,,1,2025-11-24 19:10,3.59,0.46,3.57,2.667,2.667,2.667,0,,,Cancelled,Buy,Buy,,2025-11-24 17:00:00,2025-11-24 18:00:00
2025-11-25,0900-1000,4133.83,4117.94,15.89,Buy,2025-11-25 18:15,4.15,,1,2025-11-25 18:20,1.60,0.39,-0.18,-0.236,2.140,-0.236,0,,,Cancelled,Sell,Buy,,2025-11-25 17:00:00,2025-11-25 18:00:00
2025-11-26,0900-1000,4165.73,4136.58,29.15,Buy,2025-11-26 18:40,1.65,,1,2025-11-26 18:45,0.20,0.26,-0.05,-0.061,0.267,-0.061,0,,,NeverTriggered,Sell,Sell,,2025-11-26 17:00:00,2025-11-26 18:00:00
2025-11-27,0900-1000,4161.73,4153.05,8.68,None,,,,,,0.00,,,,,,,,,NeverTriggered,Sell,Sell,,2025-11-27 17:00:00,2025-11-27 18:00:00
2025-11-28,0900-1000,4206.12,4185.55,20.57,Buy,2025-11-28 18:15,0.16,,1,2025-11-28 18:20,0.71,0.34,0.69,0.920,0.950,0.920,0,,,NeverTriggered,Buy,Buy,,2025-11-28 17:00:00,2025-11-28 18:00:00
2025-12-01,0900-1000,4244.89,4219.50,25.39,None,,,,,,0.00,,,,,,,,,NeverTriggered,Buy,Buy,,2025-12-01 17:00:00,2025-12-01 18:00:00
2025-12-02,0900-1000,4219.63,4163.38,56.25,None,,,,,,0.00,,,,,,,,,NeverTriggered,Buy,Sell,,2025-12-02 17:00:00,2025-12-02 18:00:00
2025-12-03,0900-1000,4229.66,4206.14,23.52,Sell,2025-12-03 18:55,5.21,,1,2025-12-03 19:00,0.47,0.40,-0.00,-0.004,0.632,-0.004,0,,,NeverTriggered,Buy,Buy,,2025-12-03 17:00:00,2025-12-03 18:00:00
2025-12-04,0900-1000,4212.67,4191.36,21.31,Buy,2025-12-04 18:05,1.58,,1,2025-12-04 18:10,0.31,0.62,-0.20,-0.262,0.417,-0.262,0,,,NeverTriggered,Buy,Sell,,2025-12-04 17:00:00,2025-12-04 18:00:00
2025-12-05,0900-1000,4259.33,4233.92,25.41,Sell,2025-12-05 18:05,7.67,,0,,1.65,0.23,1.45,,,1.939,0,,,Cancelled,Buy,Buy,,2025-12-05 17:00:00,2025-12-05 18:00:00
2025-12-08,0900-1000,4196.57,4176.15,20.42,None,,,,,,0.00,,,,,,,,,NeverTriggered,Sell,Sell,,2025-12-08 17:00:00,2025-12-08 18:00:00
2025-12-09,0900-1000,4216.86,4189.79,27.07,Buy,2025-12-09 18:10,1.50,,1,2025-12-09 18:15,0.17,0.58,-0.28,-0.372,0.222,-0.372,0,,,NeverTriggered,Buy,Buy,,2025-12-09 17:00:00,2025-12-09 18:00:00
2025-12-10,0900-1000,4201.11,4188.80,12.31,Buy,2025-12-10 18:40,1.28,,1,2025-12-10 19:05,0.91,0.81,2.20,-1.000,-1.000,-1.000,0,,,Cancelled,Sell,Sell,,2025-12-10 17:00:00,2025-12-10 18:00:00
2025-12-11,0900-1000,4261.41,4226.15,35.26,Buy,2025-12-11 18:40,0.23,,1,2025-12-11 18:45,0.70,0.10,0.61,0.813,0.927,0.813,0,,,NeverTriggered,Buy,Buy,,2025-12-11 17:00:00,2025-12-11 18:00:00
2025-12-12,0900-1000,4351.42,4275.19,76.23,Sell,2025-12-12 18:35,8.98,,1,2025-12-12 18:45,0.23,0.38,-0.35,-0.472,0.083,-0.472,0,,,NeverTriggered,Buy,Buy,,2025-12-12 17:00:00,2025-12-12 18:00:00
2025-12-15,0900-1000,4327.91,4307.38,20.53,Sell,2025-12-15 18:10,3.58,,0,,1.06,0.51,0.24,,,0.323,0,,,Cancelled,Sell,Buy,,2025-12-15 17:00:00,2025-12-15 18:00:00
2025-12-16,0900-1000,4335.08,4312.62,22.46,Sell,2025-12-16 18:15,6.66,,1,2025-12-16 18:25,0.95,0.15,0.40,0.530,1.269,0.530,0,,,NeverTriggered,Buy,Buy,,2025-12-16 17:00:00,2025-12-16 18:00:00
2025-12-17,0900-1000,4349.23,4324.19,25.04,None,,,,,,0.00,,,,,,,,,NeverTriggered,Buy,Buy,,2025-12-17 17:00:00,2025-12-17 18:00:00
2025-12-18,0900-1000,4345.68,4325.04,20.64,Buy,2025-12-18 18:05,0.81,,0,,1.39,0.80,-0.66,,,-1.000,0,,,Cancelled,Sell,Sell,,2025-12-18 17:00:00,2025-12-18 18:00:00
2025-12-19,0900-1000,4354.84,4331.95,22.89,None,,,,,,0.00,,,,,,,,,NeverTriggered,Buy,Buy,,2025-12-19 17:00:00,2025-12-19 18:00:00
2025-12-22,0900-1000,4435.55,4411.92,23.63,Buy,2025-12-22 18:10,2.31,,1,2025-12-22 18:15,0.57,0.28,0.43,0.572,0.760,0.572,0,,,NeverTriggered,Buy,Buy,,2025-12-22 17:00:00,2025-12-22 18:00:00
2025-12-23,0900-1000,4460.11,4430.28,29.83,Buy,2025-12-23 18:20,2.83,,1,2025-12-23 18:30,1.33,0.15,0.95,1.269,1.780,1.269,0,,,Cancelled,Sell,Buy,,2025-12-23 17:00:00,2025-12-23 18:00:00
2025-12-24,0900-1000,4476.62,4448.31,28.31,Buy,2025-12-24 18:55,0.09,,1,2025-12-24 19:00,0.39,0.13,0.14,0.184,0.516,0.184,0,,,NeverTriggered,Sell,Sell,,2025-12-24 17:00:00,2025-12-24 18:00:00
2025-12-26,0900-1000,4549.17,4519.72,29.45,Sell,2025-12-26 19:25,1.35,,1,2025-12-26 19:30,0.34,0.54,-0.43,-0.576,0.459,-0.576,0,,,NeverTriggered,Buy,Buy,,2025-12-26 17:00:00,2025-12-26 18:00:00
2025-12-29,0900-1000,4360.68,4302.04,58.64,None,,,,,,0.00,,,,,,,,,NeverTriggered,Sell,Sell,,2025-12-29 17:00:00,2025-12-29 18:00:00
2025-12-30,0900-1000,4377.36,4359.50,17.86,Sell,2025-12-30 18:05,3.34,,1,2025-12-30 18:10,0.26,1.15,0.72,-1.000,-1.000,-1.000,1,-0.83,-1.000,Stop,Sell,Buy,,2025-12-30 17:00:00,2025-12-30 18:00:00
2025-12-31,0900-1000,4346.19,4327.26,18.93,Sell,2025-12-31 18:10,3.27,,1,2025-12-31 18:15,1.20,0.23,0.67,0.893,1.597,0.893,0,,,Cancelled,Buy,Buy,,2025-12-31 17:00:00,2025-12-31 18:00:00
2026-01-02,0900-1000,4357.20,4324.12,33.08,Sell,2026-01-02 18:10,1.71,,1,2026-01-02 18:15,0.43,0.29,-0.19,-0.252,0.572,-0.252,0,,,NeverTriggered,Sell,Buy,,2026-01-02 17:00:00,2026-01-02 18:00:00
2026-01-05,0900-1000,4455.78,4435.59,20.19,Sell,2026-01-05 19:00,1.71,,1,2026-01-05 19:05,0.15,0.68,-0.64,-0.852,0.204,-0.852,0,,,NeverTriggered,Buy,Buy,,2026-01-05 17:00:00,2026-01-05 18:00:00
2026-01-06,0900-1000,4491.01,4462.93,28.08,None,,,2026-01-06 23:30,,,0.00,,,,,,,,,NeverTriggered,Buy,Buy,,2026-01-06 17:00:00,2026-01-06 18:00:00
2026-01-07,0900-1000,4452.36,4423.30,29.06,Buy,2026-01-07 18:20,6.43,,0,,0.55,0.24,0.02,,,0.032,0,,,NeverTriggered,Sell,Sell,,2026-01-07 17:00:00,2026-01-07 18:00:00
2026-01-08,0900-1000,4458.01,4427.75,30.26,Buy,2026-01-08 18:30,2.95,,1,2026-01-08 18:45,0.71,0.44,0.60,0.805,0.950,0.805,0,,,NeverTriggered,Sell,Sell,,2026-01-08 17:00:00,2026-01-08 18:00:00
2026-01-09,0900-1000,4517.20,4490.51,26.69,Sell,2026-01-09 19:50,3.04,,1,2026-01-09 20:05,0.32,0.75,-0.73,-1.000,-1.000,-1.000,0,,,NeverTriggered,Buy,Buy,,2026-01-09 17:00:00,2026-01-09 18:00:00
2026-01-12,0900-1000,4627.49,4601.94,25.55,Buy,2026-01-12 18:10,1.82,,1,2026-01-12 18:15,0.11,0.77,-1.32,-1.000,-1.000,-1.000,1,0.50,0.428,EOD,Buy,Buy,,2026-01-12 17:00:00,2026-01-12 18:00:00
2026-01-13,0900-1000,4630.34,4600.88,29.46,Sell,2026-01-13 18:25,2.37,,1,2026-01-13 18:30,1.07,0.52,0.44,0.582,1.422,0.582,0,,,Cancelled,Buy,Buy,,2026-01-13 17:00:00,2026-01-13 18:00:00
2026-01-14,0900-1000,4626.61,4599.36,27.25,Buy,2026-01-14 20:40,4.71,,0,,0.60,0.32,-0.21,,,-0.282,0,,,NeverTriggered,Sell,Buy,,2026-01-14 17:00:00,2026-01-14 18:00:00
